item_id,label,is_leaf_label,latent_idx,rank_within_label,inclusion_frequency,abs_cohens_d,evidence_class,behavior_component_id,behavior_component,representation_component_id,representation_component,grouping_status,short_name,primary_explanation,candidate_behavioral_explanation,representative_evidence,alternative_explanations,possible_confounds,limitations,card_confidence,model_reported_support_fraction,coding_provenance,grouping_provenance
RE_4625,RE,False,4625,50,0.87,0.50218064,behavioral_function,reflective_reformulation,反映式重构与总结,reflective_reformulation,反映式重构与总结,assigned_behavior_component,therapist_reflective_listening,"The sentences predominantly consist of therapist or counselor statements that use reflective listening, summarizing, or paraphrasing of a client's reported feelings, thoughts, or situations, often starting with 'so', 'okay so', 'it sounds like', or 'you seem'.","The primary behavioral function is reflective listening and validation, where the speaker mirrors or checks understanding of the client's emotional state or circumstances, common in therapeutic or counseling contexts.",s001: well it sounds like you are incredibly busy as a college student John sleeping || s003: okay so on one hand you feel like it would be a relief to be less stressed and overwhelmed about your schoolwork and then on the other hand you feel like you just don't have time to go to counseling because you have so much work to do,"The sentences could be from a motivational interviewing session, where the therapist uses reflective listening to elicit change talk. | Alternatively, they might represent a mix of therapist reflections and occasional client statements or administrative comments, but the majority are therapist reflections.","Some sentences may be from different speakers (therapist vs. client) or different contexts (counseling vs. medical), but the majority share the reflective listening pattern. | Transcription errors or incomplete sentences (e.g., s018, s031) may obscure the pattern.","The dataset does not provide speaker labels, so the interpretation assumes a therapist-client dyad. | Outliers may represent different phases of the interaction or different therapeutic approaches.",4,0.78,extracted_unchanged_from_validated_feature_card,current_ai_evidence_review
RE_4662,RE,False,4662,51,0.88,0.49934635,linguistic_structure,,,second_person_evaluation,第二人称评价与经历陈述,assigned_nonbehavior_component,you're statements with evaluation or advice,"The majority of sentences contain the contracted form 'you're' followed by a predicate that evaluates, advises, or describes the listener's state or action, often in a conversational or therapeutic context.","The sentences function as reflections, evaluations, or advice-giving in a counseling or coaching discourse, where the speaker comments on the listener's behavior or feelings.","s001: yeah Chris come on you're getting peer pressure || s010: Okay, well, um, you're going to have to cut the fast food down to no more than once a week","The sentences are from a therapeutic or counseling setting, focusing on the client's behaviors and feelings. | The sentences are characterized by the use of second-person pronouns and present tense, indicating direct address.","Some sentences lack 'you're' but still address the listener (e.g., s033, s035). | The dataset may be drawn from a specific domain (e.g., addiction counseling) that biases the pattern.","The pattern is primarily syntactic; behavioral function is inferred but not directly confirmed. | Some sentences (e.g., s016, s026) are less clearly evaluative or advisory.",4,1.0,extracted_unchanged_from_validated_feature_card,current_ai_evidence_review
RE_17315,RE,False,17315,52,0.77,0.4983686,linguistic_structure,,,so_discourse_launch,so 引导的话语启动结构,assigned_nonbehavior_component,and so + question/reflection,"Most sentences begin with 'and so' followed by a question or reflective statement, often in a therapeutic or counseling context.","The sentences function as therapeutic prompts or reflections, using 'and so' to connect to prior discourse and elicit client responses.","s003: And so, what can you tell me about that? || s009: and so those times when you decide to quit what are your reasons for quitting?","The sentences are from a corpus of motivational interviewing sessions, characterized by open-ended questions and reflective listening. | The pattern is a surface artifact of transcription conventions where 'and so' is used to mark turn-taking or continuation.","The dataset may be from a single therapeutic context, limiting generalizability. | Some sentences lack 'and so' (e.g., s034) or have 'so' without 'and', but still fit the overall pattern.",The analysis does not account for the full conversational context. | The pattern may be an artifact of the transcription style rather than a genuine linguistic feature.,4,0.98,extracted_unchanged_from_validated_feature_card,current_ai_evidence_review
RE_13966,RE,False,13966,53,0.73,0.48971137,linguistic_structure,,,second_person_evaluation,第二人称评价与经历陈述,assigned_nonbehavior_component,you're statements about health and emotions,"The sentences predominantly use the second-person pronoun 'you' followed by a form of 'be' (are/'re) to make statements about the addressee's emotional state, health behaviors, or personal circumstances, often in a counseling or advice context.","The sentences likely function as reflections, affirmations, or advice in a therapeutic or coaching dialogue, where the speaker mirrors or evaluates the listener's feelings or actions.",s003: You're putting yourself at risk for all these other diseases || s016: you're not feeling like a normal person should be feeling,"The sentences could be from a medical or counseling intake interview, focusing on patient health behaviors and emotional states. | The pattern might reflect a specific annotation template where all sentences begin with 'you' followed by a verb, possibly from a corpus of motivational interviewing transcripts.","Some sentences are fragments or contain transcription errors (e.g., s002, s028), which may obscure the pattern. | The set includes a few questions (s006, s032, s043) that deviate from the declarative pattern but still use 'you'.","The behavioral function is inferred from content but not explicitly labeled; the exact discourse context is unknown. | Some sentences (e.g., s010 'you're welcome') are formulaic and may not fit the health/emotion topic.",4,1.0,extracted_unchanged_from_validated_feature_card,current_ai_evidence_review
RE_20564,RE,False,20564,55,0.7,0.48235318,behavioral_function,directive_risk_guidance,直接建议与风险反馈,directive_risk_guidance,直接建议与风险反馈,assigned_behavior_component,therapeutic_dialogue_advice,"The sentences predominantly feature a therapist or counselor addressing a client, using second-person 'you' to discuss health behaviors, emotional states, and coping strategies, often with suggestions or reflections.","The primary behavioral function is therapeutic guidance: offering advice, exploring motivations, and reinforcing positive changes in a counseling context.",s001: and you could if you do choose a healthy option you can take it to work the next day and you'll have a lunch option for you here at the office || s004: I'm really depressed and then you call me disturbed made matters worse so I'm thinking that maybe I should go on medication I don't know what do you think,The sentences could be from a health coaching session focusing on lifestyle changes like diet and exercise. | They might represent a motivational interviewing session where the counselor explores ambivalence about substance use.,"The dataset may be drawn from multiple counseling contexts (e.g., addiction, mental health, general health) which could introduce variability. | Transcription artifacts like filler words and repetitions may obscure the pattern.","A few sentences (s007, s012, s017) do not clearly fit the therapeutic dialogue pattern, suggesting some noise. | The interpretation relies on pragmatic function, which can be subjective without full conversational context.",4,0.94,extracted_unchanged_from_validated_feature_card,current_ai_evidence_review
RES_20808,RES,True,20808,1,1.0,0.70120627,linguistic_structure,,,second_person_address,第二人称指向结构,assigned_nonbehavior_component,second-person address,"All sentences begin with or contain the second-person pronoun 'you', often followed by a verb phrase, forming direct address or statements about the addressee. This pattern is consistent across the majority of sentences, though some include discourse markers like 'you know' or contractions like 'you're'.","The sentences appear to function as conversational turns in a dialogue, likely from a counseling or medical interview context, where the speaker addresses the listener directly, making observations, asking questions, or giving advice.",s002: You've gotten pretty isolated. || s011: You're putting yourself at risk for all these other diseases,"The sentences may reflect a therapeutic or counseling discourse where the speaker reflects the client's feelings or behaviors. | The sentences could be from a health advice or motivational interviewing context, focusing on the addressee's habits or health.","The dataset may be sampled from a specific genre (e.g., therapy transcripts) where second-person address is common. | Some sentences are fragments or contain disfluencies (e.g., s026, s038) that may reflect spoken language artifacts.","The pattern is purely structural; behavioral function is inferred but not strongly evidenced. | Some sentences are incomplete or ambiguous (e.g., s016, s026), making interpretation less certain.",4,1.0,extracted_unchanged_from_validated_feature_card,current_ai_evidence_review
RES_28269,RES,True,28269,2,1.0,0.42628196,behavioral_function,reflection_clarification,反映与理解核对,reflection_clarification,反映与理解核对,assigned_behavior_component,therapist_paraphrase_so_okay,"The sentences predominantly consist of therapist paraphrases or reflections, often beginning with 'So' or 'Okay so', followed by a restatement of the client's prior utterance, frequently including second-person 'you' and hedges like 'kind of' or 'sort of'.","The primary behavioral function is therapeutic reflection or summarizing, where the therapist checks understanding or encourages elaboration by restating the client's statements.","s001: So, you're gonna quit then? || s004: So you are pretty confident about you wanting to change","The sentences could be interpreted as a collection of motivational interviewing reflections, where the therapist uses 'So' to summarize and affirm client statements. | Alternatively, they might represent a linguistic template for summarizing client speech in clinical settings, with 'okay so' as a discourse marker.","The dataset may be drawn from a single therapeutic context, limiting generalizability. | Transcription artifacts like repetitions ('I, I, I') and hesitations may obscure the pattern.","Two sentences (s022, s023) do not fit the primary pattern, indicating some heterogeneity. | The behavioral function is inferred from linguistic form; actual context is unknown.",4,0.96,extracted_unchanged_from_validated_feature_card,current_ai_evidence_review
RES_11435,RES,True,11435,3,1.0,0.42258167,unclear_or_mixed,,,mixed_healthcare_discourse,混合型医疗会谈,assigned_nonbehavior_component,healthcare_dialogue_mixed,"The sentences are from a healthcare or counseling dialogue, featuring a mix of questions, statements, and affirmations typical of a clinician-patient interaction. The pattern is not uniform; it includes greetings, inquiries about symptoms, treatment discussions, and motivational talk.",The available sentences do not support a stable behavioral-function interpretation.,s001: hey Monica how are you doing today || s014: tell me about how you're using the insulin,"The sentences could be from a customer service interaction, with greetings, requests, and confirmations. | They might be from a therapy session, focusing on patient experiences and emotional support. | The set could be a mix of different dialogue types, making a single pattern elusive.","The sentences are decontextualized, lacking speaker roles and turn order. | Some sentences are incomplete or contain transcription artifacts (e.g., 'it do did'). | The presence of names (Monica, John, Rachel, Mark) suggests multiple conversations.",No single pattern covers all sentences; the set is heterogeneous. | Behavioral function varies widely across sentences. | The sample size is large but the pattern is not uniform.,2,1.0,extracted_unchanged_from_validated_feature_card,current_ai_evidence_review
RES_29759,RES,True,29759,4,1.0,0.42122835,behavioral_function,reflection_clarification,反映与理解核对,reflection_clarification,反映与理解核对,assigned_behavior_component,therapeutic reflection and questioning,"The sentences predominantly function as reflective statements or questions used in a therapeutic or counseling context, often summarizing, challenging, or exploring the speaker's experiences, feelings, or behaviors.","The sentences serve to elicit self-reflection, confirm understanding, or gently challenge the interlocutor's perspective, typical of motivational interviewing or therapy.","s007: So that means you want to quit now right || s023: So, you're gonna quit then?","The sentences could be from a structured interview or questionnaire about health behaviors, with the speaker summarizing or clarifying responses. | The pattern might reflect a conversational style where the speaker frequently uses 'you' to engage the listener, but the function varies across sentences.","The sentences are extracted from a larger dialogue, so the context of preceding and following turns is missing, which could alter the perceived function. | Transcription artifacts like false starts and repetitions may obscure the intended function.","Some sentences (e.g., s006, s031) are more ambiguous and could be interpreted as simple statements rather than therapeutic reflections. | The analysis relies on pragmatic inference without access to prosody or non-verbal cues.",4,1.0,extracted_unchanged_from_validated_feature_card,current_ai_evidence_review
RES_1516,RES,True,1516,5,1.0,0.42048857,behavioral_function,directive_risk_guidance,建议与风险提示,directive_risk_guidance,建议与风险提示,assigned_behavior_component,second-person advice and counseling,"The sentences predominantly use second-person 'you' to give advice, offer suggestions, or reflect on the listener's situation, often in a counseling or coaching context. The pattern includes discourse markers like 'okay', 'yeah', 'um', and 'well', and covers topics such as health, behavior change, and personal goals.","The primary behavioral function is giving advice, making suggestions, or providing reflective feedback in a supportive or directive manner, typical of counseling or coaching interactions.","s003: Okay, well, um, you're going to have to cut the fast food down to no more than once a week || s010: um you said that you know you weren't raised like that you're do parents do you think your parents would like if they knew you drank this much?","The sentences could be interpreted as a collection of conversational fragments from various contexts, with no single stable pattern beyond the use of 'you'. | The pattern might reflect a specific genre of transcribed therapy or coaching sessions, but the diversity of topics and tones suggests multiple sub-patterns.","The sentences are likely extracted from different parts of longer conversations, so the pattern may be an artifact of the extraction process focusing on utterances containing 'you'. | The presence of discourse fillers like 'um', 'yeah', 'okay' may be a transcription artifact rather than a genuine feature of the interaction.","The analysis is based solely on the provided sentences without full conversational context. | Some sentences (e.g., s041) have a different tone (aggressive) that may not fit the counseling interpretation perfectly.",4,1.0,extracted_unchanged_from_validated_feature_card,current_ai_evidence_review
RES_13966,RES,True,13966,6,0.99,0.41205236,linguistic_structure,,,second_person_address,第二人称指向结构,assigned_nonbehavior_component,you're statements about health and emotions,"The sentences predominantly use the second-person pronoun 'you' followed by a form of 'be' (are/'re) to make statements about the addressee's emotional state, health behaviors, or personal circumstances, often in a counseling or advice context.","The sentences likely function as reflections, affirmations, or advice in a therapeutic or coaching dialogue, where the speaker mirrors or evaluates the listener's feelings or actions.",s003: You're putting yourself at risk for all these other diseases || s016: you're not feeling like a normal person should be feeling,"The sentences could be from a medical or counseling intake interview, focusing on patient health behaviors and emotional states. | The pattern might reflect a specific annotation template where all sentences begin with 'you' followed by a verb, possibly from a corpus of motivational interviewing transcripts.","Some sentences are fragments or contain transcription errors (e.g., s002, s028), which may obscure the pattern. | The set includes a few questions (s006, s032, s043) that deviate from the declarative pattern but still use 'you'.","The behavioral function is inferred from content but not explicitly labeled; the exact discourse context is unknown. | Some sentences (e.g., s010 'you're welcome') are formulaic and may not fit the health/emotion topic.",4,1.0,extracted_unchanged_from_validated_feature_card,current_ai_evidence_review
RES_23077,RES,True,23077,7,0.94,0.3696118,unclear_or_mixed,,,mixed_healthcare_discourse,混合型医疗会谈,assigned_nonbehavior_component,healthcare_discourse_mixed,"The sentences appear to be fragments from healthcare or counseling conversations, covering topics like symptoms, medications, lifestyle, and risk assessment, but they lack a single stable linguistic or functional pattern.",The available sentences do not support a stable behavioral-function interpretation.,s027: five times a week yeah okay you know I wanted to show you on this chart here that using marijuana thought times a week the way you are and from what you said on our questionnaire put you in this category of being at risk || s017: and caffeine scanners constrict your blood vessels in your brain and also can relieve pain from from the migraine,"The sentences are from a medical advice or therapy session transcript, with a mix of questions, advice, and patient responses. | The sentences are fragments from a health risk assessment questionnaire or interview guide. | The sentences are from a corpus of spoken medical consultations, showing varied discourse functions.","The sentences are short and decontextualized, making it hard to infer a single pattern. | The set includes both patient and clinician utterances, mixing perspectives. | Some sentences are incomplete or contain transcription artifacts (e.g., 'years.').",No single pattern covers all sentences; the set is heterogeneous. | The sample size is large but lacks clear clustering. | Behavioral function is not consistently identifiable across sentences.,2,1.0,extracted_unchanged_from_validated_feature_card,current_ai_evidence_review
RES_19435,RES,True,19435,8,0.91,0.36710334,linguistic_structure,,,second_person_address,第二人称指向结构,assigned_nonbehavior_component,so_you_statements,"The sentences predominantly begin with 'so you' followed by a verb phrase, forming a pattern of reflective or summarizing statements that appear to be therapist or counselor utterances in a clinical or motivational interviewing context.","The sentences likely function as reflective listening or summarizing statements used in therapeutic settings to validate, clarify, or prompt further discussion from the client.",s004: soyou're concerned about having a stroke || s012: so you're testing a lot,"The sentences could be part of a structured interview or questionnaire where the interviewer paraphrases the respondent's answers. | The pattern might reflect a specific therapeutic technique (e.g., motivational interviewing) where the therapist uses 'so you' to reflect the client's statements.","The sentences are extracted from a larger dialogue, so the pattern may be an artifact of the transcription or annotation process focusing on therapist turns. | Some sentences (e.g., s002) are longer and more complex, but still follow the 'so you' pattern.",The analysis is based solely on the provided sentences without context of the full conversation. | The pattern is primarily structural; the behavioral function is inferred but not directly confirmed.,4,1.0,extracted_unchanged_from_validated_feature_card,current_ai_evidence_review
RES_8468,RES,True,8468,9,0.9,0.35853672,behavioral_function,reflection_clarification,反映与理解核对,reflection_clarification,反映与理解核对,assigned_behavior_component,therapeutic_discourse_you,"The sentences predominantly feature second-person 'you' in a reflective or confrontational discourse, typical of therapeutic or counseling settings where a therapist summarizes, challenges, or explores a client's statements and behaviors.","The primary behavioral function is to reflect, challenge, or clarify the client's reported experiences, often using summarizing statements, questions, or confrontational remarks to promote insight or accountability.",s002: and so because you were worried about them thinking that you were trying to avoid them you ended up using marijuana is that correct || s005: you also mentioned that smoking is a way to manage your weight and concern that if you are we're going to quit smoking what that would do in terms of gaining weight and that smoking after meals is pleasurable that it's something that would be really hard to give up,"The sentences could be from a motivational interviewing session, focusing on eliciting change talk and exploring ambivalence. | Alternatively, they might represent a mix of counseling and medical advice, with some outliers being factual statements or general health information.","The dataset may be drawn from multiple sources (e.g., therapy transcripts, medical consultations) leading to topical variation. | Some sentences (e.g., s021, s033, s046) are more informational or educational, lacking the reflective/challenging tone.","The interpretation relies on pragmatic function, which can be subjective without context. | Outliers may indicate a different discourse mode (e.g., patient education) within the same setting.",4,0.94,extracted_unchanged_from_validated_feature_card,current_ai_evidence_review
RES_32696,RES,True,32696,10,0.95,0.34582168,unclear_or_mixed,,,mixed_healthcare_discourse,混合型医疗会谈,assigned_nonbehavior_component,healthcare_discourse_mixed,"The sentences are a mix of questions, statements, and fragments typical of healthcare or counseling dialogues, covering topics like diabetes, medication, exercise, and personal concerns, but no single pattern covers a majority.",The available sentences do not support a stable behavioral-function interpretation.,s001: Having diabetes affects you more than you realize and some people feel fine when they have a big ulcer on their foot. || s007: We know from clinical trial that it helps to slow progression.,"The sentences may represent a collection of patient-provider interactions with a focus on chronic disease management. | They could be excerpts from motivational interviewing sessions, with reflections and open-ended questions. | The set might be a mix of clinical notes and patient quotes, lacking a unified pattern.","The sentences are decontextualized, making it hard to infer function. | Variation in sentence length and type (questions, statements, fragments) suggests multiple sources. | Some sentences appear to be from different speakers or roles (patient vs. provider).",No single pattern covers a majority of sentences. | Behavioral function is ambiguous without conversational context. | The set may be artificially combined from different dialogues.,2,1.0,extracted_unchanged_from_validated_feature_card,current_ai_evidence_review
RES_32727,RES,True,32727,11,0.88,0.32738158,behavioral_function,directive_risk_guidance,建议与风险提示,directive_risk_guidance,建议与风险提示,assigned_behavior_component,second-person health advice,"The sentences predominantly use second-person 'you' to address the listener directly, often in contexts of health, habits, or personal advice, with frequent use of epistemic markers like 'I'm sure', 'I know', 'you know', and 'probably'.","The sentences appear to function as conversational turns in a counseling or medical advice setting, where the speaker assesses the listener's situation, offers reassurance, or gives recommendations.","s003: you're likely to face costly legal citations for grades health problems getting kicked out of school and disappointing your parents || s009: Yeah, so right now you're feeling a little overwhelmed with everything that's going on and you're not even sure where to start.","The sentences could be from a corpus of motivational interviewing or health coaching sessions, where the therapist uses reflective listening and open-ended prompts. | Alternatively, they might be examples of 'you' as a generic pronoun in instructional or persuasive texts, though the personal context suggests direct address.","The sentences are extracted from longer dialogues, so the pattern may reflect the specific conversational role of the speaker (e.g., counselor) rather than a general linguistic feature. | The presence of many health-related terms (dentist, diabetes, smoking, alcohol) may bias the topic interpretation.","The analysis is based on isolated sentences without full conversational context, which may obscure the exact behavioral function. | Sample s027 is too short to determine its function, but it still uses 'your'.",4,0.98,extracted_unchanged_from_validated_feature_card,current_ai_evidence_review
RES_16320,RES,True,16320,12,0.85,0.3271168,behavioral_function,,,,,behavior_unassigned,second-person address in counseling,"The sentences predominantly use second-person pronouns (you/your/you're) in a therapeutic or counseling context, often reflecting, summarizing, or probing the client's experiences, feelings, or behaviors.","The sentences likely function as therapeutic reflections, affirmations, or exploratory questions used by a counselor to engage a client, validate their experiences, and encourage self-reflection.",s002: so and you may not be able to answer this question but if you didn't have any anxiety would that change your motivation to use marijuana || s008: so you're you're taking care of a lot of people your community your kids all the while trying to take care of yourself that's a lot,"The sentences could be from a motivational interviewing session, focusing on client ambivalence and change talk. | The pattern may reflect a general conversational style with frequent use of 'you know' as a filler, not specific to counseling.","Some sentences are incomplete or contain transcription errors, obscuring the intended function. | The presence of 'you know' as a discourse marker may inflate the appearance of second-person address.","Outliers include fragments, navigational instructions, and greetings that do not fit the counseling context. | The behavioral function is inferred from content and context, but no explicit metadata confirms the setting.",4,0.82,extracted_unchanged_from_validated_feature_card,current_ai_evidence_review
RES_29701,RES,True,29701,14,0.72,0.31740245,unclear_or_mixed,,,,,nonbehavior_isolated_or_unresolved,you_know_what_questions,"Many sentences contain the discourse marker 'you know what' followed by a statement or question, often in a conversational or counseling context. This pattern appears in about 14 sentences, but the set is heterogeneous with many other question forms and statements.",The available sentences do not support a stable behavioral-function interpretation.,s001: okay you know what kinds of physical activity do you enjoy doing if you were to do physical activity what do you like doing || s002: you know what's scary,"Many sentences are questions (e.g., 'do you have any questions', 'Are you having problems...'), but this pattern is not dominant across the set. | Several sentences contain 'got it' or 'okay' as acknowledgments, but these are few. | The set may reflect a mix of counseling dialogue with varied discourse functions.","The set includes multiple speakers and contexts, leading to high variability. | Transcription artifacts like incomplete sentences or punctuation differences may obscure patterns.","Only 14 out of 50 sentences share the 'you know what' pattern, insufficient for a majority. | The remaining sentences show diverse structures and functions.",2,0.28,extracted_unchanged_from_validated_feature_card,current_ai_evidence_review
RES_26319,RES,True,26319,15,0.73,0.31136128,linguistic_structure,,,,,nonbehavior_isolated_or_unresolved,so_that_purpose_clauses,"A majority of sentences contain the discourse marker 'so' followed by a clause expressing purpose, result, or explanation, often in therapeutic or advisory contexts. The pattern includes 'so that' purpose clauses (e.g., s001, s002, s003) and 'so' as a discourse marker introducing a consequence or summary (e.g., s023, s030, s040).","The sentences appear to function as therapeutic or counseling discourse, where the speaker uses 'so' to link actions to goals, provide feedback, or summarize understanding. This pattern supports collaborative problem-solving and motivational interviewing.",s001: and I wanted to get your reaction to this news so that I can better help you || s023: so that sounds doable,"The sentences may reflect a therapeutic register with frequent use of 'so' as a conversational filler or transition marker. | The pattern could be an artifact of transcription, where 'so' is used to indicate speaker continuation or turn-taking.","The dataset may be drawn from a single domain (e.g., counseling transcripts), inflating the frequency of 'so'. | Some sentences lack 'so' (e.g., s009, s010, s011, s012, s045, s046, s047, s048) but still fit the broader therapeutic context.","The pattern is primarily structural and does not capture the full range of behavioral functions. | Sentences without 'so' (e.g., s009, s010) are still included as supporting because they share the therapeutic context, but they weaken the linguistic pattern.",4,1.0,extracted_unchanged_from_validated_feature_card,current_ai_evidence_review
RES_27859,RES,True,27859,16,0.77,0.30628702,behavioral_function,directive_risk_guidance,建议与风险提示,directive_risk_guidance,建议与风险提示,assigned_behavior_component,second-person advice and health discourse,"The sentences predominantly use second-person 'you' to give advice, warnings, or reflections on health-related topics such as diet, exercise, smoking, and medical conditions, often with a conversational tone and discourse markers like 'you know'.","The primary behavioral function is giving advice or recommendations, often in a health or lifestyle context, using a direct address to the listener.","s001: well those are some great alternatives instead of going to gym you save a lot of time || s016: Okay well smoking really is really bad for you, you know it causes things like lung cancer, emphysema, heart disease.","The sentences may be from a corpus of conversational English, possibly from health coaching or therapy sessions, explaining the frequent use of 'you' and advice-giving. | The pattern could be a linguistic structure of second-person address combined with discourse markers like 'you know' and 'so', rather than a specific behavioral function.","The dataset may include multiple speakers or contexts, leading to some sentences that are not advice-oriented. | Transcription errors or incomplete sentences may obscure the intended function.","Some sentences lack clear health or advice content, reducing coverage. | The behavioral function is inferred from pragmatic cues, which may be ambiguous.",3,0.78,extracted_unchanged_from_validated_feature_card,current_ai_evidence_review
REC_31133,REC,True,31133,1,1.0,0.96537316,behavioral_function,reflective_reformulation,反映式重构与总结,reflective_reformulation,反映式重构与总结,assigned_behavior_component,sounds_like_reflection,"The majority of sentences use the construction 'it sounds like' or 'that sounds like' to reflect or paraphrase the speaker's understanding of the interlocutor's situation, often in a therapeutic or counseling context.","The sentences function as reflective listening statements, where the speaker mirrors or summarizes what the other person has said to show understanding and encourage further discussion.",s003: It does sound like something pretty significant happened that sort of  Freaked everybody out. || s008: and it sounds like you're your wife and your kids are very important to you and that is that for the reason why you're here,"The pattern may be a surface artifact of transcription conventions in therapy sessions, where 'sounds like' is a common discourse marker. | The sentences could be interpreted as evaluative statements where the speaker judges the interlocutor's situation, but the reflective function is more prominent.","The dataset may be drawn from a specific domain (e.g., counseling) where reflective listening is prevalent, limiting generalizability. | Some sentences use 'seems like' instead of 'sounds like', which may indicate a different but related pattern.",The analysis is based solely on text without prosodic or contextual cues that could clarify function. | Outlier sentences may represent different sub-patterns or noise in the data.,4,0.86,extracted_unchanged_from_validated_feature_card,current_ai_evidence_review
REC_20436,REC,True,20436,2,1.0,0.95610064,behavioral_function,ambivalence_reflection,矛盾与双面反映,ambivalence_reflection,矛盾与双面反映,assigned_behavior_component,ambivalence_reflection,"The sentences predominantly reflect a therapist or counselor summarizing a client's ambivalence, using contrastive discourse markers like 'on one hand... on the other hand' or 'but' to highlight conflicting feelings or thoughts.","The primary behavioral function is reflective listening and validation, where the speaker mirrors the client's internal conflict to foster insight and exploration.",s001: okay so on one hand you feel like it would be a relief to be less stressed and overwhelmed about your schoolwork and then on the other hand you feel like you just don't have time to go to counseling because you have so much work to do || s004: okay I hear you so on one hand you feel confident that you're able to manage this home course load and the stress level and on the other hand you're unsure because you don't have the same social support it's like you did back home,"The sentences could be seen as a collection of motivational interviewing reflections, focusing on change talk and sustain talk. | Alternatively, they might represent a therapeutic technique of summarizing client statements to build rapport and clarify issues.","The sentences are drawn from a therapeutic context, which may introduce a consistent reflective style that is not a stable pattern of the text feature itself. | Some sentences (e.g., s008, s009, s016, s017, s018, s029, s031, s035, s036, s046, s047, s048, s049) are less clearly ambivalent but still fit the reflective summary pattern.","The analysis is based on a single set of sentences without metadata about the original task or speaker roles. | The pattern may be an artifact of the data collection process (e.g., therapist utterances in a corpus).",4,1.0,extracted_unchanged_from_validated_feature_card,current_ai_evidence_review
REC_26800,REC,True,26800,3,1.0,0.946745,behavioral_function,reflective_reformulation,反映式重构与总结,reflective_reformulation,反映式重构与总结,assigned_behavior_component,therapist_reflection_pattern,"The majority of sentences follow a pattern where the speaker (likely a therapist or counselor) reflects back or interprets the client's statements using phrases like 'sounds like', 'it seems like', 'clearly', or 'obviously', followed by a summary of the client's situation or feelings. This pattern serves to validate the client's experience and encourage further discussion.","The primary behavioral function is reflective listening or empathic reflection, a common therapeutic technique used to show understanding and to help the client articulate their thoughts and feelings.",s002: you obviously know yourself pretty well || s011: Wow okay so it sounds like you're feeling pretty confident after our discussion,"The pattern could be a linguistic template used in motivational interviewing, where the therapist uses reflective statements to build rapport and elicit change talk. | Alternatively, the pattern might be a surface artifact of a specific therapy session transcript where the therapist consistently uses 'sounds like' as a discourse marker.","The sentences may come from multiple therapy sessions with different clients, but the reflective pattern remains consistent. | Some sentences (e.g., s025) are client utterances, which could indicate that the dataset includes both therapist and client speech, but the pattern is predominantly therapist reflections.",The analysis is based solely on the provided sentences without context of the full conversation. | The pattern may not generalize to other therapy contexts or datasets.,4,0.98,extracted_unchanged_from_validated_feature_card,current_ai_evidence_review
REC_30224,REC,True,30224,4,1.0,0.9464679,behavioral_function,reflective_reformulation,反映式重构与总结,reflective_reformulation,反映式重构与总结,assigned_behavior_component,therapeutic reflection and questioning,"The sentences predominantly consist of therapist-like reflections, paraphrases, and open-ended questions that restate or explore the client's statements, often using discourse markers like 'so', 'okay', 'it sounds like', and 'what I'm hearing is'.","The primary behavioral function is therapeutic reflection and probing, where the speaker mirrors the client's words to encourage elaboration or insight.",s005: it sounds like you really feel like you let yourself and your children down and that's hard to accept given how much you love your kids || s020: so it sounds like you're saying that alcohol brings pot of both positive and negative aspects to your life,"The sentences could be part of a motivational interviewing script, focusing on eliciting change talk. | They might represent a collection of counseling session transcripts with a mix of therapist and client turns, but the majority are therapist turns.","Some sentences (e.g., s008, s015, s030, s043) may be client utterances or contain transcription errors, breaking the pattern. | The pattern may be an artifact of the data source (e.g., therapy transcripts) rather than a designed feature.","The interpretation is based on surface-level discourse markers and may not capture deeper therapeutic techniques. | Outliers suggest the set may include both therapist and client speech, but the majority are therapist-like.",4,0.92,extracted_unchanged_from_validated_feature_card,current_ai_evidence_review
REC_19435,REC,True,19435,5,1.0,0.93838876,linguistic_structure,,,so_discourse_launch,so 引导的话语启动结构,assigned_nonbehavior_component,so_you_statements,"The sentences predominantly begin with 'so you' followed by a verb phrase, forming a pattern of reflective or summarizing statements that appear to be therapist or counselor utterances in a clinical or motivational interviewing context.","The sentences likely function as reflective listening or summarizing statements used in therapeutic settings to validate, clarify, or prompt further discussion from the client.",s004: soyou're concerned about having a stroke || s012: so you're testing a lot,"The sentences could be part of a structured interview or questionnaire where the interviewer paraphrases the respondent's answers. | The pattern might reflect a specific therapeutic technique (e.g., motivational interviewing) where the therapist uses 'so you' to reflect the client's statements.","The sentences are extracted from a larger dialogue, so the pattern may be an artifact of the transcription or annotation process focusing on therapist turns. | Some sentences (e.g., s002) are longer and more complex, but still follow the 'so you' pattern.",The analysis is based solely on the provided sentences without context of the full conversation. | The pattern is primarily structural; the behavioral function is inferred but not directly confirmed.,4,1.0,extracted_unchanged_from_validated_feature_card,current_ai_evidence_review
